Movie_Length_Bin,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
Long,Indie/Black-and-white,17539.90216139873,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,49017972.762786776,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,591008.0652014546,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,6988207.297260624,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,205418394.15203676,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,1395499.8391119367,124154737.39044231,0.41089797117878446
Long,Short Film/Adventure,338453.33469022013,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,119773475.45931758,301516630.9709455,0.9999999999999999
Long,Psychological thriller/Mystery,59494926.033101045,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,44113437.5,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,51836699.49705644,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,82841806.2935294,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,5335327.221612902,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,25205160.115638908,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,115886643.23721774,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,35534073.228135884,124154737.39044231,0.41089797117878446
Long,Short Film/Adventure,60354162.472706154,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,7143385.336646587,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,15995712.202012975,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1989704.472773279,90956139.43037148,0.3006298576765983
Long,History/Indie,441435.617988637,30763577.417190842,0.10070212976351796
Very Long,History/Indie,23785554.666071583,107153239.04546267,0.35442802171085075
Long,Drama/Action,21038767.37647975,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,201985812.88343555,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,15461018.867924526,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,38858897.84109623,124154737.39044231,0.41089797117878446
Long,Comedy film/Comedy,64404.70950704225,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,34368736.65480427,116217403.65125443,0.384534363332749
Long,Psychological thriller/Mystery,81129496.1937863,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,13724997.541983774,124154737.39044231,0.41089797117878446
Long,Comedy film/Comedy,464226.3404133998,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,593219594.5945946,116217403.65125443,0.384534363332749
Long,Action/Crime Thriller,142007137.2250871,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,83724436.33454828,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,366601.19565972214,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,23981422.805201612,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,174015034.07126537,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,1654953.9488905892,129176375.32519253,0.4275771858378465
Long,Psychological thriller/Mystery,30947455.879855637,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,91479199.93243837,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,2478726.708074534,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,40872215.533956386,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,413657134.06734693,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1504284.082937956,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,2750893.4803864476,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1326611668.4101386,301516630.9709455,0.9999999999999999
Long,Action/Crime Thriller,87591410.26641974,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,173306346.51956522,119486539.53913563,0.3953926967952801
Long,Drama/Action,88266226.77386291,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,96277670.31310678,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,32559521.74132653,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,45669041.60823529,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,173029143.3223462,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,239004165.43144515,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,904511.8171028036,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1296729.6717840126,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,138869683.65553603,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1115630.3714285714,121768933.49534872,0.40297359753461576
Long,Action/Crime Thriller,28050968.85903131,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,112630202.39814126,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,4625.837096774193,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,4867852.1424987195,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,481276.47235674964,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,189305453.27818954,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,854767.4229813664,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,64639581.43311526,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,30232954.545454547,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,442123.0943135952,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,415124.30940089223,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,18556095.0607772,119486539.53913563,0.3953926967952801
Long,Science Fiction/Comedy film,2162138.18927248,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,55430016.1858172,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,37711909.44201389,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3659737.3862928348,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,14632749.999999998,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,224428680.98159504,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,36795263.50172697,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,163696498.43264246,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,60692656.249999985,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,30149077.411775697,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,973163.762358808,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,313168.95612244896,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,148550044.33163264,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,154126285.2242959,134400284.6041544,0.4449282384934588
Long,History/Indie,18659.659573412697,30763577.417190842,0.10070212976351796
Very Long,History/Indie,367476.60227884003,107153239.04546267,0.35442802171085075
Long,Parody/Black-and-white,17278720.570388347,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,15024628.62757939,129176375.32519253,0.4275771858378465
Long,Drama/Action,235530772.83527604,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,85067961.18876307,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,2034754.2450806,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,162353165.45797578,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,31666530.547458965,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,108657840.7416149,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,16379944.029850744,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,383964437.2624578,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,21386326.923076924,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,22931921.641791046,116217403.65125443,0.384534363332749
Long,Period piece/World cinema,32638104.089219328,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,23814945.180529,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,442088202.81088334,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,8053560.362233689,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,12077825.396825396,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,85670549.3230877,124154737.39044231,0.41089797117878446
Long,Short Film/Adventure,34414555.3658378,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,965504029.683387,301516630.9709455,0.9999999999999999
Long,Romantic drama/Drama,118555.23088105806,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,3919353.4582065213,134400284.6041544,0.4449282384934588
Long,Drama/Action,662043883.4378437,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,386014206.25234103,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,7322194.386212715,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1109847.8901248164,121768933.49534872,0.40297359753461576
Long,Science Fiction/Comedy film,353204310.34482753,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,11316801.28141129,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,52273.81771196389,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,33638505.74712644,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,15085309.278350513,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,111760669.52267079,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,245052791.145332,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,13593175.400726855,301516630.9709455,0.9999999999999999
Long,Parody/Black-and-white,67356103.91975036,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,138094944.7125763,129176375.32519253,0.4275771858378465
Long,Parody/Black-and-white,12166930.404565454,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,37152.82156441717,129176375.32519253,0.4275771858378465
Long,Indie/Black-and-white,6020407.446574404,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,5462084.883497374,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,10088852.467818959,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3956151.643423913,90956139.43037148,0.3006298576765983
Long,Drama/Action,121001586.53846152,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,233158603.8250675,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,74615365.9761812,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,53817037.62959183,129176375.32519253,0.4275771858378465
Long,Psychological thriller/Mystery,105757414.37821913,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,82067577.54189254,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,554861.6435540069,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,3984798324.248037,121768933.49534872,0.40297359753461576
Long,Action/Crime Thriller,18009538.46153846,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,25226915.701869156,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,10489798.148694314,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,160947341.3696739,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,11369814.942528734,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,105441874.99999999,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,43046369.77283639,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,9990760.097474959,129176375.32519253,0.4275771858378465
Long,Drama/Action,163432531.9879182,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,22912491.103202842,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,23446628.654970754,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1595137.6020580295,121768933.49534872,0.40297359753461576
Long,Drama/Action,508903883.5441904,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,635374030.6122448,199264501.40603396,0.6603727229003783
Long,History/Indie,90728.92660642571,30763577.417190842,0.10070212976351796
Very Long,History/Indie,678461.9776028167,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,43726239.46158471,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,35816985.01993927,134400284.6041544,0.4449282384934588
Long,Drama/Action,128178.26304347825,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,33783649.86575279,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,52064091.760299616,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,554869361.4824686,90956139.43037148,0.3006298576765983
Long,Drama/Action,5789361.649619564,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,837386767.5450572,199264501.40603396,0.6603727229003783
Long,Drama/Action,258532646.3958333,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,143648455.8858871,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,12559535.753426248,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1510163.6731150795,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,368722.0734126984,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2273097.0551269604,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,2068.19053362439,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,239233849.20634916,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,77562718.00413859,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4206388.233141981,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,50132956.078999355,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,376104819.10676557,119486539.53913563,0.3953926967952801
Long,Drama/Action,128698999.81663042,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,52601388.88888888,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,9579869.499620112,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,139635906.04206204,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,181002.5471070148,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,17570169.60021175,129176375.32519253,0.4275771858378465
Long,Action/Crime Thriller,8163779.889096572,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,7056828.037106298,119486539.53913563,0.3953926967952801
Long,Science Fiction/Comedy film,4375869.5672555035,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,3944904.8082267917,107590124.64826033,0.35587912369096164
Long,Drama/Action,43637145.16728625,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,27309575.572765708,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,1791137.2833333332,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,21490719.92941176,107590124.64826033,0.35587912369096164
Long,Romantic drama/Drama,23637519.230769232,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,2910595.7321863417,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,1257860.1464146746,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,26539481.270980846,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,325391.06512269937,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,25853931.31109471,129176375.32519253,0.4275771858378465
Long,Period piece/World cinema,1185233.0026990552,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,302691.0989412387,121768933.49534872,0.40297359753461576
Long,Action/Crime Thriller,375919579.8638858,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,262058575.31699067,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,69196697.52056403,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,12375083.602002425,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,7009700.598802394,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,39166806.36080315,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,13097649.181905676,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,7066.449242424243,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,143946554.04449442,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,1100707755.9246278,124154737.39044231,0.41089797117878446
Long,Romantic drama/Drama,1211349.2724950395,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,88328456.13057064,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,20260730.769230768,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,14908839.622641508,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,84894378.56319444,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,15198988.477420773,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,23635866.372980908,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,8285699.142256345,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,14601575.713451443,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2149462.8776798826,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,24789600.0,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,110413448.27586205,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,4655670.574442257,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,7269538.212083973,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,581314.9401557632,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,435534687.59773517,116217403.65125443,0.384534363332749
Long,Romantic drama/Drama,52612134.83146067,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,189342222.23234123,134400284.6041544,0.4449282384934588
Long,Parody/Black-and-white,9690658.854956232,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,10414768.683274021,129176375.32519253,0.4275771858378465
Long,Romantic drama/Drama,842728.8154017857,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1308994.883123869,134400284.6041544,0.4449282384934588
Long,Drama/Action,53054141.975425325,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,5058296.523782761,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,2611777.292532642,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,7495789.562864076,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,162137636.9669145,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,10555169.930705521,124154737.39044231,0.41089797117878446
Long,Comedy film/Comedy,173601698.56129882,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,38865852.358189926,116217403.65125443,0.384534363332749
Long,Science Fiction/Comedy film,728394.960404639,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,2039407.6655052262,107590124.64826033,0.35587912369096164
Long,Parody/Black-and-white,47845504.08719345,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,218399253.73134324,129176375.32519253,0.4275771858378465
Long,Romantic drama/Drama,13935952.380952379,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,3528650.731641442,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,83027307.89129464,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,75901794.5159498,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,127031.42633909191,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,7090072.553273808,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,31039.401402858653,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,121673579.29068825,119486539.53913563,0.3953926967952801
Long,Short Film/Adventure,79495541.86769366,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,670643246.3819196,301516630.9709455,0.9999999999999999
Long,Drama/Action,98540471.57476766,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,69880547.39546195,199264501.40603396,0.6603727229003783
Long,Drama/Action,109161013.72647057,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,585085728.1958684,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,8772031.289276043,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,132955260.77834572,90956139.43037148,0.3006298576765983
Long,Drama/Action,13132505.28117647,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,54258664.23357663,199264501.40603396,0.6603727229003783
Long,History/Indie,3770162.2971783457,30763577.417190842,0.10070212976351796
Very Long,History/Indie,111336.14130434781,107153239.04546267,0.35442802171085075
Long,Indie/Black-and-white,13548891.500609756,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,33256249.999999996,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,8542416.024223601,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,32759888.059701487,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,3970199.375180655,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,14227060.984375654,124154737.39044231,0.41089797117878446
Long,Drama/Action,10685172.413793104,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,113726682.63048488,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,998127980.1324502,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,35331856.12415718,119486539.53913563,0.3953926967952801
Long,Drama/Action,60651.66665889799,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,18591106.405505557,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,5719817.702983933,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,47053266.72862454,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,48775833.33333333,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,14167543.991764704,90956139.43037148,0.3006298576765983
Long,Drama/Action,29483899.253731336,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,226717299.38271603,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,15963850.965148201,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,13047217.502752976,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,22697805.030018583,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,46647718.40882353,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,99325788.44450548,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,227560188.96440518,129176375.32519253,0.4275771858378465
Long,Action/Crime Thriller,8941543.808960572,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,116799352.25230412,119486539.53913563,0.3953926967952801
Long,Drama/Action,9873021.308385093,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,31103795.76537797,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,219016834.7182343,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,61536291.25560537,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,364288998.98097277,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,12230263.914981045,129176375.32519253,0.4275771858378465
Long,Short Film/Adventure,187135043.15703166,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,136397129.8960946,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,784.2065511411665,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,21666880.935009044,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,7417204.077466214,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,10474370.570543477,90956139.43037148,0.3006298576765983
Long,Drama/Action,12126975.178214284,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,14998537.402104056,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,22087169.811320756,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,58658588.01089918,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,3646791.277258567,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,949861059.0010711,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,2291418.933350979,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,17075574.065519568,124154737.39044231,0.41089797117878446
Long,Drama/Action,69232360.8907322,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,72483667.27768385,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,56787523.404255316,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,159229.63990783732,90956139.43037148,0.3006298576765983
Long,Drama/Action,35676201.137331285,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,115283101.15289296,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,14524979.105094468,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,30755452.174117647,124154737.39044231,0.41089797117878446
Long,Drama/Action,19849440.19402372,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,324797380.70280373,199264501.40603396,0.6603727229003783
Long,Drama/Action,199707781.29555318,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,414503921.93308544,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,34257274.247491635,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,161134.4494047619,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,159855.57084785134,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,16883942.307692304,107590124.64826033,0.35587912369096164
Long,Romantic drama/Drama,82206460.6741573,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,23433229.537366543,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,33991549.81418796,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,26211599.371070143,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,1718491.6147243648,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,12850327.672062552,90956139.43037148,0.3006298576765983
Long,Drama/Action,40483941.66666666,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,21350275.800711744,199264501.40603396,0.6603727229003783
Long,History/Indie,864069.6484251968,30763577.417190842,0.10070212976351796
Very Long,History/Indie,910788.9417647058,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,39817006.80272109,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,716781893.1425755,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,5109389.121328996,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,7517803.924794359,134400284.6041544,0.4449282384934588
Long,Comedy film/Comedy,11255961.538461538,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,92138108.10494255,116217403.65125443,0.384534363332749
Long,Comedy film/Comedy,9964721.074831309,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,3463532.0692607,116217403.65125443,0.384534363332749
Long,Period piece/World cinema,1807805.2110892385,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1037967478.4460316,121768933.49534872,0.40297359753461576
Long,Drama/Action,21921722.846441947,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,92474628.25278811,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,15414840.148161005,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,13432527.400117364,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,18084842.429577462,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,92260581.9359922,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,91019491.68297489,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,284734708.74693877,124154737.39044231,0.41089797117878446
Long,Drama/Action,158024404.44679722,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,227451120.18313852,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,2007390.1997757845,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,137006.30307055637,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,4982740.086621751,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,122701889.65242992,119486539.53913563,0.3953926967952801
