Movie_Length_Bin,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
Long,Drama/Action,46680404.56724429,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,895350445.5445544,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,10747364.378000993,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,212005065.4202381,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,12701996.809891304,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,427615.0593167702,90956139.43037148,0.3006298576765983
Long,Drama/Action,200334412.79767057,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,37713273.195876285,199264501.40603396,0.6603727229003783
Long,Drama/Action,10590534.330588233,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,221021766.36096573,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,57329804.1044776,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2685523.2631067247,90956139.43037148,0.3006298576765983
Long,Drama/Action,18401208.20225708,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,517108293.49882346,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,40040539.259654924,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,57024687.49999999,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,719030.0722623679,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,16593840.206185564,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,40813640.62850877,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,6427697.550623052,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,92932549.51055023,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,241550.75352941174,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,14608250.338869285,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,12689097.51352941,121768933.49534872,0.40297359753461576
Long,Parody/Black-and-white,5837034.699934382,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,59156532.30430825,129176375.32519253,0.4275771858378465
Long,Indie/Black-and-white,6347463.756236634,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,46817178.10604396,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,100562.39306511379,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,933415.0776579982,90956139.43037148,0.3006298576765983
Long,Drama/Action,115735796.7605263,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,48539191.20747992,199264501.40603396,0.6603727229003783
Long,Drama/Action,15166703.617813656,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,32139598.20105919,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,12080001.902484471,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,44771847.014925376,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,1396065.990854724,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4657773.108673918,90956139.43037148,0.3006298576765983
Long,Drama/Action,166436502.36725548,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,702599747.081712,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,1868367.8935801282,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,15751443.268340657,90956139.43037148,0.3006298576765983
Long,Drama/Action,122040778.00829872,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,11938806.228376873,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,22140945.014422342,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,41672361.59241736,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,138222.55920890102,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,943218.3722772276,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,290146928.05889356,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,144327654.1353657,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,153781799.62140718,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,4603665.501002493,124154737.39044231,0.41089797117878446
Long,Romantic drama/Drama,40230575.332417585,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,78405207.79678018,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,1047681.6734126983,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,28366931.276073586,121768933.49534872,0.40297359753461576
Long,Drama/Action,15063124.999999998,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,157815320.62921146,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,1183669.2070365483,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,6468949.200910931,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,30442.482065217388,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,9593513.286403509,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,50154553.89697469,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,537393430.0518134,134400284.6041544,0.4449282384934588
Very Long,Drama/Indie,6971460.178571427,117092251.87748778,0.38744014458361714
Long,Drama/Indie,10939612.092528736,40702590.249215946,0.13371425263628434
Long,Comedy film/Comedy,17963694.365284175,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,41035.320652173905,116217403.65125443,0.384534363332749
Long,Parody/Black-and-white,17855476.8696674,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,97760681.79333942,129176375.32519253,0.4275771858378465
Long,Action/Crime Thriller,139881.90828220858,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,108877453.37204662,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,3547196.187360595,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,26854110.48689138,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,65276208.178438656,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,61248996.94133616,124154737.39044231,0.41089797117878446
Long,Drama/Action,26444220.78781282,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,365380643.7125748,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,3680970.5344086015,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,16190152.61815156,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,4800106.69640377,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,61446302.82276205,90956139.43037148,0.3006298576765983
Long,Drama/Action,86571079.54725274,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,186051847.91271928,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,10669708.390244579,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,14797162.921348313,121768933.49534872,0.40297359753461576
Long,Comedy film/Comedy,638245.4621562156,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,10967688.28853261,116217403.65125443,0.384534363332749
Long,Romantic drama/Drama,719331.4890765765,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,870913.7479965156,134400284.6041544,0.4449282384934588
Long,Drama/Action,16075407.393515574,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,195944391.2861111,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,301181.4208047474,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,34427519.634693876,124154737.39044231,0.41089797117878446
Long,Drama/Action,81104709.11866042,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,271984.2007434944,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,23651698.737075236,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,697896.8705286715,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,17446740.384615384,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,25501058.091286305,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,86972545.59402886,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,12037686.83038884,134400284.6041544,0.4449282384934588
Long,Science Fiction/Comedy film,127858980.58252424,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,130552416.35687731,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,379907.5483102918,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,27005678.470492564,90956139.43037148,0.3006298576765983
Long,Drama/Action,29946510.06233071,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,44751894.36034483,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,25822499.999999996,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,39743271.60493827,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,24001960.438614417,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,2404655317.936476,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,94571.41400557484,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,73614345.79365079,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,7452248.017168674,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,60761190.10491923,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,45730733.80103289,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,9003216.22843612,129176375.32519253,0.4275771858378465
Long,Short Film/Adventure,35988235.728722736,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,833951837.910987,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,734307.7098540145,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,13124395.760334644,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,715738.1450972104,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,61062850.44035218,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,11255908.230628125,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,8323939.195679013,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,802928.9479217909,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,76388092.48375912,90956139.43037148,0.3006298576765983
Long,Drama/Action,43505244.40757299,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,7748222.451138963,199264501.40603396,0.6603727229003783
Long,Comedy film/Comedy,1668058.4067712042,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,27299906.716417905,116217403.65125443,0.384534363332749
Long,Science Fiction/Comedy film,21214850.91656824,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,18591106.405505557,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,12047.820622568091,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,328530.2015091863,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,50112468.45836855,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,37001749.60753575,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,6812743.38421545,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,547332427.9888235,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,185812698.4126984,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4271390.952638134,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,41602036.612596005,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,57185459.77011494,107590124.64826033,0.35587912369096164
Long,Action/Crime Thriller,28675471.642124012,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,157100076.68711653,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,157124235.0632653,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,111697.45287333292,124154737.39044231,0.41089797117878446
Long,Science Fiction/Comedy film,16995063.87921022,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,4417628.876513564,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,46477766.0137639,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,276259788.9750178,90956139.43037148,0.3006298576765983
Long,Drama/Action,13153033.707865167,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,40.45921658986175,199264501.40603396,0.6603727229003783
Long,Drama/Action,136887016.12903225,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,100263206.36489041,199264501.40603396,0.6603727229003783
Long,Drama/Action,19738117.487647057,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,296968292.6398661,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,44174339.62264151,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,6210425.287688938,129176375.32519253,0.4275771858378465
Long,Comedy film/Comedy,505371.64117647056,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,265315.995797546,116217403.65125443,0.384534363332749
Long,Indie/Black-and-white,164387.4215253029,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,201475478.22174844,90956139.43037148,0.3006298576765983
Long,Drama/Action,47408426.35225903,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,14587165.109034268,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,848650.1939945652,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,226345256.06133062,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,43504583.90198238,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,14525156.249999998,119486539.53913563,0.3953926967952801
Long,Drama/Action,441281.7688167375,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,244757537.32706267,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,32974899.75059905,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,39031037.10838509,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,1364123.6709751696,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2008008.1140887083,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,29131136.318838026,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,11375723.763542462,119486539.53913563,0.3953926967952801
Long,Comedy film/Comedy,5516314.484126984,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,23483801.16387109,116217403.65125443,0.384534363332749
Long,Indie/Black-and-white,5401048.789150292,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,5907426.23845366,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,477442.74868139694,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,74666572.97297297,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,39876119.74358974,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,592823699.5376394,90956139.43037148,0.3006298576765983
Long,Drama/Action,18017938.432835817,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1116995257.9366739,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,45192498.48567355,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,256638864.81901836,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,13151259.958506223,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,59836367.62589927,121768933.49534872,0.40297359753461576
Long,Science Fiction/Comedy film,1805505.116149635,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,25881054.421768706,107590124.64826033,0.35587912369096164
Long,Romantic drama/Drama,49869461.88340807,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,111603150.25906734,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,609595.8065109034,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,22398414.77552581,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,688962.0885093167,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,54299213.29433403,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,109837886.51304348,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,105145508.98203592,129176375.32519253,0.4275771858378465
Long,Period piece/World cinema,424274993.09852064,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,13491118.97559055,121768933.49534872,0.40297359753461576
Long,Short Film/Adventure,72393033.81802496,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,85367392.40971659,301516630.9709455,0.9999999999999999
Long,Romantic drama/Drama,24717483.108108103,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,125890456.3439983,134400284.6041544,0.4449282384934588
Long,Comedy film/Comedy,421405.63367346936,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,679714838.7096773,116217403.65125443,0.384534363332749
Long,Period piece/World cinema,24799279.116465867,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,122693848.79725084,121768933.49534872,0.40297359753461576
Long,Drama/Action,42794543.71937186,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,465176555.564452,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,88231476.68672532,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,64809576.35050987,134400284.6041544,0.4449282384934588
Long,Parody/Black-and-white,800413654.3835096,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,39151170.568561874,129176375.32519253,0.4275771858378465
Long,History/Indie,292183.20994543645,30763577.417190842,0.10070212976351796
Very Long,History/Indie,50936932.890562445,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,27726139.47154891,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,43517472.11895911,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,9258807.06778883,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3199464.2532208585,90956139.43037148,0.3006298576765983
Long,Short Film/Adventure,254918638.40461057,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,89422193.13871165,301516630.9709455,0.9999999999999999
Long,Romantic drama/Drama,26306567.39115934,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,72504280.78782527,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,58236244.41010452,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,11537563.974122807,119486539.53913563,0.3953926967952801
Long,Period piece/World cinema,24700555.12149009,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,208828517.9020408,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,2074817.8056994816,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,45277253.70990733,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,49696132.07547169,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,10894208.852551019,116217403.65125443,0.384534363332749
Long,Romantic drama/Drama,40125211.273457475,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,35176890.343906015,134400284.6041544,0.4449282384934588
Long,Drama/Action,8262422.360248446,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,77268646.86468647,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,8100583.5011381665,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,81576986.3487212,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,205000679.6863025,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,131059850.26020408,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,1061395.0495398773,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,17211098.955844615,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,8949379.613356765,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,51836971.04123026,116217403.65125443,0.384534363332749
Long,Psychological thriller/Mystery,13002137.098823527,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,513026404.87120736,124154737.39044231,0.41089797117878446
Long,Romantic drama/Drama,39162339.21161825,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,424236406.62711954,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,39459101.1235955,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,411966039.9995327,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,47124113.666027874,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,89637706.95364237,121768933.49534872,0.40297359753461576
Long,Parody/Black-and-white,65060725.65358255,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,876659.3371574251,129176375.32519253,0.4275771858378465
Long,Romantic drama/Drama,197955419.35798287,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,14404477.125269907,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,3172992.8609345793,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,5336524.789090875,119486539.53913563,0.3953926967952801
Long,Comedy film/Comedy,20987544.285714287,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,98695.37586206896,116217403.65125443,0.384534363332749
Long,Short Film/Adventure,169964895.8300433,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,646451308.5540749,301516630.9709455,0.9999999999999999
Long,Psychological thriller/Mystery,10705076.620703954,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,100713714.4301449,124154737.39044231,0.41089797117878446
Long,Romantic drama/Drama,228359188.94037265,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,43560426.42287953,134400284.6041544,0.4449282384934588
Long,Drama/Action,31288024.22679266,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,508357637.4950806,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,12346689.48449022,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,248825237.94764385,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,55336167.504228614,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,1245409.0762384469,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,62163189.39317269,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,11573178.70811084,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,653891.4725271739,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,21298780.555555556,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,15149262.217255434,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,219217228.46441945,90956139.43037148,0.3006298576765983
Long,Drama/Action,772766440.2339787,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,628773613.8613861,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,968273.22495831,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,586046841.6880323,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,39068021.844660185,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,217891422.61217472,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,10514550.89820359,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,90047692.3076923,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,4761920.5713496925,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,960154.1994750656,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,15013933.1375,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,21758736.059479553,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,63222770.200778805,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,48847785.59234694,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,223302298.90991074,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,19989.686714841577,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,290696.35459183675,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,41961562.5,121768933.49534872,0.40297359753461576
Long,Comedy film/Comedy,177104756.8110447,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,103426230.7433371,116217403.65125443,0.384534363332749
Long,Action/Crime Thriller,10879368.029739777,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,213620432.9817365,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,280053098.66402996,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,21067668.33792217,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,1181591.381467391,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,77527118.58827443,119486539.53913563,0.3953926967952801
Long,Parody/Black-and-white,27201128.630705386,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,115967210.52131101,129176375.32519253,0.4275771858378465
Long,History/Indie,168454.96527947576,30763577.417190842,0.10070212976351796
Very Long,History/Indie,282002.55825335486,107153239.04546267,0.35442802171085075
Long,Romantic drama/Drama,17140049.817080744,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,34272547.50633981,134400284.6041544,0.4449282384934588
Long,Drama/Action,114621766.34554255,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,2212484.468400347,199264501.40603396,0.6603727229003783
Long,Drama/Action,232850.60663315843,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,333275315.8373129,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,375784.92516304343,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,76938334.37499999,90956139.43037148,0.3006298576765983
Long,Short Film/Adventure,112499873.72583479,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,21713932.41252247,301516630.9709455,0.9999999999999999
Long,Period piece/World cinema,61858413.90977546,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,7958401.199714751,121768933.49534872,0.40297359753461576
Long,Drama/Action,817041714.0052044,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,372386875.025,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,33582847.82470588,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,233115753.1242236,134400284.6041544,0.4449282384934588
Long,Drama/Action,93515700.79440217,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,32179906.63900414,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,123815576.9230769,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,54195370.37037037,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,371801555.74745506,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,2774553.8840852627,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,23326.95328467153,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,19197533.82090503,90956139.43037148,0.3006298576765983
Long,Drama/Action,98061096.76158977,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,135220132.0132013,199264501.40603396,0.6603727229003783
Long,Drama/Action,3429211.2723412393,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,282867207.3578595,199264501.40603396,0.6603727229003783
Long,Drama/Action,8177108.346358694,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,150255916.41823527,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,64840151.69948979,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,23716740.08336557,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,5088157.4155653445,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,19299099.409448814,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,49512499.86635606,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,130510.20558028518,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,7880036.900770077,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,15619315.300510202,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,47144901.168260016,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,20858458.48128462,119486539.53913563,0.3953926967952801
Long,Parody/Black-and-white,1170965.4954861111,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,15665631.179974215,129176375.32519253,0.4275771858378465
Long,Indie/Black-and-white,181052.90095092022,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,44843075.280807205,90956139.43037148,0.3006298576765983
